,ticker,name,slug,marketcap,sector,category,tagline,desc,symbol
3549,NRO,Neuro,neuro,,,,,,NRO
3550,CPY,COPYTRACK,copytrack-1,,,,,,CPY
3551,RKT,Rock,rock,,,,,,RKT
3552,CMCT,Crowd Machine,crowd-machine-1,,,,,,CMCT
3553,HOLY,Holy Trinity,holy-trinity,,,,,,HOLY
3554,VOLLAR,V-Dimension,v-dimension,,,,,,VOLLAR
3555,SUPERMAN,Superman,superman,,,,,,SUPERMAN
3556,MUR,Mauritian Rupee,mauritian-rupee,,,,,,MUR
3557,YUNO,YUNo.finance,yuno-finance,,,,,,YUNO
3558,FORK,Forkcoin,forkcoin,,,,,,FORK
3559,GRWI,Growers International,growers-international,,,,,,GRWI
3560,VIO,Vio,vio,,,,,,VIO
3561,DARK,DARK,dark,,,,,,DARK
3562,BTV,BitVote,bitvote,,,,A DAO fork of Bitcoin,"BitVote is a Bitcoin fork designed to be a DAO with one-CPU-one-vote participation.
",BTV
3563,ORS,ORS Group,ors-group,,,,,,ORS
3564,SXC,Sexcoin,sexcoin,,,,,,SXC
3565,CHONK,Chonk Finance,chonk-finance,,Gaming,Media and Entertainment,,An experimental gamifying NFT protocol inspired by cats. $CHONK allows you to fish and catch specially curated NFT cards made by artist which can be sold on marketplaces. ,CHONK
3566,SFUEL,SparkPoint Fuel,sparkpoint-fuel,,,,,,SFUEL
3567,MDO,Midas Dollar,midas-dollar,,,,,,MDO
3568,ALT,Altcoin,altcoin,,,,,,ALT
3569,HATCH,Hatch,hatch,,Currencies,Payments,A two-tier privacy-focused cryptocurrency masternode network,Hatch is a two-tier cryptocurrency network that employs a network of masternodes and optimizes for increased transaction speed and privacy.,HATCH
3570,BTCF,BTCF,btcf,,,,,,BTCF
3571,CHOW,CHOW,chow,,Wallet,Services,,,CHOW
3572,KUMA,KumaCoin,kumacoin,,,,,,KUMA
3573,BLACK,eosBLACK,eosblack,,,,,,BLACK
3574,TIV,TI-Value,ti-value,,,,,,TIV
3575,NMS,Numus,numus,,,,,,NMS
3576,HONEY,Honey,honey,,,,,,HONEY
3577,EDS,Endorsit,endorsit-1,,,,,,EDS
3578,CSMIC,Cosmic,cosmic,,,,,,CSMIC
3579,SCP,ScPrime,scprime,,File storage,Infrastructure,,,SCP
3580,MANNA,Manna,manna,,,,,,MANNA
3581,YLA,PowerPool Yearn Lazy Ape Index,powerpool-yearn-lazy-ape-index,,Asset Management,Financial,,,YLA
3582,MGCH,Magnachain,magnachain,,,,,,MGCH
3583,DON,Donationcoin,donationcoin,,,,,,DON
3584,CLINT,Clinton,clinton,,,,,,CLINT
3585,ULA,Ulatech,ulatech,,,,,,ULA
3586,UET,Useless Ethereum Token,useless-ethereum-token,,,,,,UET
3587,NETCOIN,NetCoin,netcoin,,,,,,NETCOIN
3588,SPM,Supreme,supreme,,,,,,SPM
3589,NRV,Nerve Finance,nerve-finance,,,,,,NRV
3590,KURT,Kurrent,kurrent,,,,,,KURT
3591,PZM,PRIZM,prizm,,,,,,PZM
3592,RUPX,Rupaya,rupaya,,,,,,RUPX
3593,TRAD,Tradcoin,tradcoin,,,,,,TRAD
3594,CKS,Chicks,chicks,,,,,,CKS
3595,HBZ,HBZ coin,hbz-coin,,,,,,HBZ
3596,CHAN,ChanCoin,chancoin,,,,,,CHAN
3597,WAB,WABnetwork,wabnetwork,,,,,,WAB
3598,BLC,Blakecoin,blakecoin,,,,,,BLC
3599,TCH,Thore Cash,thore-cash,,,,,,TCH
3600,CLN,Colu Local Network,colu-local-network-1,,,,,,CLN
3601,TFD,TE-FOOD,te-food,,,,,,TFD
3602,EAGS,Eagscurrency,eagscurrency,,,,,,EAGS
3603,WINK,Wink,wink,,,,,,WINK
3604,SHOT,MoonShot,moonshot,,,,,,SHOT
3605,ATOMIC,Atomic Coin,atomic-coin,,,,,,ATOMIC
3606,SOCC,SocialCoin,socialcoin,,,,,,SOCC
3607,K21,K21,k21,,Asset Management,Financial,,,K21
3608,COLX,ColossusXT,colossusxt,,,,A native asset for the Colossus Grid ,Colossus XT is the native asset for the compute power-sharing protocol Colossus Grid,COLX
3609,CCT,Crystal Clear ,crystal-clear,,,,,,CCT
3610,POA20,POA Network ERC20,poa-network-erc20,,,,,,POA20
3611,TFL,Trueflip,trueflip,,,,Gambling/Betting: lottery,,TFL
3612,BA,Bitalpha,bitalpha,,,,,,BA
3613,BRG,BorgCoin,borgcoin,,,,,,BRG
3614,BSCX,BSCEX,bscex,,,,,,BSCX
3615,XYCC,XYCC Project (genetics),xycc-project-genetics,,,,,,XYCC
3616,NUKE,NukeCoin,nukecoin,,,,,,NUKE
3617,SDC12,SDC12,sdc12,,,,,,SDC12
3618,STA,Starta,starta-1,,,,,,STA
3619,XMT,Summit,summit,,,,,,XMT
3620,MCR,Macro,macro,,,,,,MCR
3621,ARH,ARH,arh,,,,,,ARH
3622,TWERK,TWERK,twerk,,,,,,TWERK
3623,RBY,Rubycoin,rubycoin,,,,,,RBY
3624,JPY,Japanese Yen,japanese-yen,,,,,,JPY
3625,LST,Lendroid,lendroid,,Lending,Financial,Open protocol enabling decentralized lending and margin trading,"Lendroid is a non-custodial lending engine powering financial services on the Ethereum blockchain.

",LST
3626,XPO,Opair,opair,,,,,,XPO
3627,XAU,Gold,xau-gold,,,,,,XAU
3628,PLUTO,Pluto,pluto,,,,,,PLUTO
3629,ROYAL,RoyalCoin,royalcoin,,,,,,ROYAL
3630,PARETO,PARETO Rewards,pareto-rewards,,,,,,PARETO
3631,KOI,Koicoin,koicoin,,,,,,KOI
3632,ARNA,ARNA,arna,,,,,,ARNA
3633,TIG,Tigereum,tigereum-1,,,,,,TIG
3634,ANAL,AnalCoin,analcoin,,,,,,ANAL
3635,S4F,S4FE,s4fe,,,,,"S4FE claims to be the world’s first blockchain-based global database for the registration and identification of stolen and lost items. The database is accessible to everyone and enables users to register and search for property. Property types include electronic devices, jewelry, personal collections, documents, sports and hobby equipment, vehicles and machines, and any other item representing value to its owner.",S4F
3636,UTLE,UTLE,utle,,,,,,UTLE
3637,HORSE,Ethouse,ethouse,,,,,,HORSE
3638,IDXM,IDEX Membership,idex-membership,,,,,,IDXM
3639,BTR,Bitcoin Rhodium,bitcoin-rhodium,,,,A Bitcoin-branded blockchain with 10% of Bitcoin’s supply,"Bitcoin Rhodium is a Bitcoin-branded blockchain that doubles-down on Bitcoin’s supply scarcity. 
",BTR
3640,BITCSH,Bitcash,bitcash-1,,,,,,BITCSH
3641,MERGEC,Merge Coin,merge-coin,,,,,,MERGEC
3642,POSW,PoSW Coin,posw-coin,,,,,,POSW
3643,EXB,Exabyte,exabyte,,,,,,EXB
3644,TRCT,Tracto,tracto,,,,,,TRCT
3645,EDRA,EDRA,edra,,,,,,EDRA
3646,PTT,Proton Token,proton-token,,,,,,PTT
3647,IFC,Infinitecoin,infinitecoin,,,,,,IFC
3648,SHOP,Shopin,shopin-1,,,,,,SHOP
3649,CLP,Chilean Peso,chilean-peso,,,,,,CLP
3650,BBO,Bigbom,bigbom-1,,,,,,BBO
3651,LZE,LYZE,lyze,,,,,,LZE
3652,YLD,YLD,yld,,Asset Management,Services,,,YLD
3653,SOAR,Soarcoin,soarcoin,,,,,,SOAR
3654,DOX,DOX,dox,,,,,,DOX
3655,XSY,Synapse,synapse-1,,,,,,XSY
3656,DUR,Durer,durer,,,,,,DUR
3657,OKT,OKExChain Coin,okexchain-coin,,Decentralized Exchanges,Financial,,OKExChain is an independent blockchain built by crypto exchange OKEx. It uses the Cosmos SDK framework and relies on Tendermint Proof-of-Stake (PoS) for network security. OKEx's long-term goal for OKExChain is to serve as an exchange-backed smart contract platform akin to Binance Smart Chain. OKT is the native token for OKExChain that gives voting rights to validators and a claim on staking rewards to validators and delegators.,OKT
3658,LUCK,Luckcoin,luckcoin,,,,,,LUCK
3659,MCX,Matchi X,matchi-x,,Content Creation and Distribution,Media and Entertainment,,"The Machi X DAO is a member-directed organization where members pool resources, create proposals to improve Machi X, and approve governance changes for the Machi X ecosystem.",MCX
3660,SET,Stasis,stasis,,,,A blockchain platform for tokenizing fiat monies,"Stasis is a blockchain platform designed to help governments tokenize fiat currencies.
",SET
3661,PHN,Phillion,phillion,,,,,,PHN
3662,NTO,Fujinto,fujinto,,,,,,NTO
3663,APEX,ApexCoin,apexcoin,,,,,,APEX
3664,CTC,Culture Ticket Chain,culture-ticket-chain,,,,,,CTC
3665,SNOV,Snovian.Space,snovian-space,,,,,,SNOV
3666,MARS2,MarsBux2,marsbux2,,,,,,MARS2
3667,PENG,PENG,peng,,,,,,PENG
3668,NOBS,No BS Crypto,no-bs-crypto,,Information,Services,,,NOBS
3669,SMS,Speed Mining Service,speed-mining-service-1,,,,,,SMS
3670,POUND,BitPound,bitpound,,,,,,POUND
3671,FLUZ,Fluz Fluz,fluz-fluz,,,,,,FLUZ
3672,XCE,Cerium,cerium,,,,,,XCE
3673,STHR,Stakerush,stakerush,,,,,,STHR
3674,ETH3X,ETH3X,eth3x,,,,,,ETH3X
3675,EQL,Equal,equal,,,,,,EQL
3676,CLAM,CLAMs,clams,,Currencies,Payments,"A Bitcoin, Litecoin, and Dogecoin airdropped token","Clams is a Bitcoin airdrop token that is credited to every address with more than 0.0001 BTC worth of Bitcoin, Litecoin, or Dogecoin.
",CLAM
3677,CHERRY,Cherry,cherry,,,,,,CHERRY
3678,YUMI,Yumi,yumi,,,,,,YUMI
3679,PND,Pandacoin,pandacoin,,,,,,PND
3680,VOT,VoteCoin,votecoin,,,,,,VOT
3681,PBS,PBS,pbs,,,,,,PBS
3682,UKG,UnikoinGold,unikoingold,,,,eSports bookmaker,UnikoinGold is an Ethereum based token created for the Unikrn e-sports platform.,UKG
3683,BET,BetaCoin,betacoin,,,,,,BET
3684,ACOIN,Acoin,acoin,,,,,,ACOIN
3685,BBH,BBH,bbh,,,,,,BBH
3686,RWS,Robonomics Web Services,robonomics-web-services,,IoT,Infrastructure,,,RWS
3687,RNTB,BitRent,bitrent-1,,,,,,RNTB
3688,BTPL,Bitcoin Planet,bitcoin-planet,,,,,,BTPL
3689,NEVA,NevaCoin,nevacoin,,,,,,NEVA
3690,SHRP,Sharp,sharp,,,,,,SHRP
3691,NDAO,NeuroDAO,neurodao,,,,,,NDAO
3692,XAV,Xavier,xavier,,,,,,XAV
3693,GRX,GOLD Reward Token,gold-reward-token,,,,,,GRX
3694,TAO,Tao Network,tao,,Content Creation and Distribution,Infrastructure,A blockchain platform tailored to the music industry,Tao is a blockchain designed for content creators and consumers in the music industry. ,TAO
3695,ETHD,Ethereum Dark,ethereum-dark,,,,,,ETHD
3696,BAR,Titanium BAR Token,titanium-bar-token,,,,,,BAR
3697,C2,Coin2.1,coin2-1,,,,,,C2
3698,BQ,bitqy,bitqy,,,,,,BQ
3699,SPEX,Sprouts Extreme,sprouts-extreme,,,,,,SPEX
3700,SYNX,Syndicate,syndicate,,,,,,SYNX
3701,AFC,AFC,afc,,,,,,AFC
3702,EDIC,E-Dinar Coin,e-dinar-coin-1,,,,,,EDIC
3703,BTCD,BitcoinDark,bitcoindark,,,,,,BTCD
3704,PWR,PWR Coin,pwr-coin,,,,,,PWR
3705,CHEAP,Cheapcoin,cheapcoin,,,,,,CHEAP
3706,DCCH,Distributed Credit Chain,distributed-credit-chain-1,,,,,,DCCH
3707,SLFI,Selfie,selfie,,,,,,SLFI
3708,BMRK,Bitmark,bitmark,,,,,,BMRK
3709,ABLD,ABLE D,able-d,,,,,,ABLD
3710,ASN,ascension,ascension,,,,,,ASN
3711,RPT,RPT,rpt,,,,,,RPT
3712,ORO,Orocoin,orocoin,,,,,,ORO
3713,TPT,TPT,tpt,,,,,,TPT
3714,KINE,KINE,kine,,Derivatives,Financial,,,KINE
3715,ICOB,ICOBID,icobid-1,,,,,,ICOB
3716,SPRTS,Sprouts,sprouts,,,,,,SPRTS
3717,YTS,YetiSwap,yetiswap,,,,,,YTS
3718,VMC,Vereum,vereum,,,,,,VMC
3719,RR,RR,rr,,,,,,RR
3720,ODNT,Old Dogs New Tricks,old-dogs-new-tricks,,,,,,ODNT
3721,PPS,Prophet Set,prophet-set,,,,,,PPS
3722,ROE,Rover Coin,rover-coin,,,,,,ROE
3723,CAT,BitClave,bitclave-1,,,,,,CAT
3724,RBBT,RabbitCoin,rabbitcoin,,,,,,RBBT
3725,WCT,Waves Community Token,waves-community-token,,,,,,WCT
3726,WOW,Wowcoin,wowcoin,,,,,,WOW
3727,CRAFT,Craftcoin,craftcoin,,,,,,CRAFT
3728,PEPE,PepeCoin,pepecoin,,,,,,PEPE
3729,MGX,MegaX,megax,,,,,,MGX
3730,NOAH,Noah Coin,noah-coin,,,,,,NOAH
3731,J8T,JET8,jet8-1,,,,,,J8T
3732,HDLB,HODL Bucks,hodl-bucks,,,,,,HDLB
3733,NGM,e-Money,e-money,,,,,,NGM
3734,SHEEP,Sheepcoin,sheepcoin,,,,,,SHEEP
3735,VTL,VTL,vtl,,,,,,VTL
3736,PLX,PlexCoin,plexcoin-1,,,,,,PLX
3737,CIRC,CryptoCircuits,cryptocircuits,,,,,,CIRC
3738,GIN,GINcoin,gincoin,,,,,,GIN
3739,CO2,ClimateCoin,climatecoin-1,,,,,,CO2
3740,CAMP,Camp Global,camp-global,,Asset Management,Services,,,CAMP
3741,QCN,QuazarCoin,quazarcoin,,,,,,QCN
3742,ATX,Aston,aston,,,,,,ATX
3743,LCWP,LiteCoinW Plus,litecoinw-plus,,,,,,LCWP
3744,TNC,Trinity,trinity,,Scaling,Infrastructure,Off-chain scaling solution ,"Trinity is a universal off-chain scaling solution, which aims to achieve real-time payments with low transaction fees, scalability and privacy protection for mainchain assets. ",TNC
3745,SATM,Satoshi Madness,satoshi-madness,,,,,,SATM
3746,CRYPT,CryptCoin,cryptcoin,,,,,,CRYPT
3747,COB,Cobinhood,cobinhood-1,,,,,,COB
3748,SWING,Swing,swing,,,,,,SWING
3749,XRIBA,Xriba,xriba-1,,,,,,XRIBA
3750,EXUS,EXUS,exus,,,,,,EXUS
3751,XUP,UPcoin,upcoin,,,,,,XUP
3752,CJC,CryptoJournal,cryptojournal,,,,,,CJC
3753,SJW,SJWCoin,sjwcoin,,,,,,SJW
3754,SDP,SydPakCoin,sydpakcoin,,,,,,SDP
3755,XSSX,XSSX,xssx,,,,,,XSSX
3756,MRX,Metrix Coin,metrix-coin,,,,,,MRX
3757,BOAT,BOAT,boat,,,,,,BOAT
3758,FRE,FreeCoin,freecoin,,,,,,FRE
3759,B2B,B2BX,b2bx-1,,,,,,B2B
3760,UMC,Umbrella Coin,umbrella-coin-1,,,,,,UMC
3761,HAND,ShowHand,showhand,,Gaming,Media and Entertainment,,Showhand is developing a peer-to-peer gaming platform that is aiming to launch in 2020. ,HAND
3762,JIYO,Jiyo [OLD],jiyo-old,,,,,,JIYO
3763,EOSDAC,eosDAC,eosdac,,,,,,EOSDAC
3764,STMPNK,SteamPunk,steampunk,,,,,,STMPNK
3765,DP,DigitalPrice,digitalprice,,,,,,DP
3766,BTCV,Bitcoin Blvck,bitcoin-blvck,,,,A Bitcoin fork for Internet browser mining and untraceable transactions,"Bitcoin Blvck was a planned Bitcoin fork that focused on mining decentralization and untraceable on-chain transactions.
",BTCV
3767,IMOS,IMOS,imos,,,,,,IMOS
3768,RARE,Unique One,unique-one,,Virtual and Augmented Reality,Media and Entertainment,The World’s First Decentralized NFT Photography Marketplace.,"Unique One is a community owned Digital Art NFT Marketplace with zero fees and rewards for creation, transaction and artist contests.

Unique one is also developing Unique.Photo, an NFT photography marketplace that utilizes its own token, FOTO. ",RARE
3769,BONDLY,Bondly,bondly,,Decentralized Exchanges,Financial,,,BONDLY
3770,007,007 coin,007-coin,,,,,,007
3771,ATL,ATLANT,atlant-1,,,,,,ATL
3772,SENSE,Sense,sense-1,,,,,,SENSE
3773,BKX,BANKEX,bankex-1,,,,,,BKX
3774,MUU,MilkCoin,milkcoin-1,,,,,,MUU
3775,GRMD,GreenMed,greenmed-1,,,,,,GRMD
3776,ECCHI,ECCHI,ecchi,,,,,,ECCHI
3777,BCH3NX,BCH3NX,bch3nx,,,,,,BCH3NX
3778,BUCKS,SwagBucks,swagbucks,,,,,,BUCKS
3779,CJ,Cryptojacks,cryptojacks,,,,,,CJ
3780,BLUS,Bluesteel,bluesteel,,,,,,BLUS
3781,EBH,EBH,ebh,,,,,,EBH
3782,BTCM,BTCMoon,btcmoon,,,,,,BTCM
3783,NRN,Neuron,neuron,,,,,,NRN
3784,MTRC,ModulTrade,modultrade-1,,,,,,MTRC
3785,QAC,Quasarcoin,quasarcoin,,,,,,QAC
3786,NASGO,Nasgo,nasgo,,,,,,NASGO
3787,BCWO,Bitcoin Wonder,bitcoin-wonder-1,,,,,,BCWO
3788,ZENI,Zennies,zennies,,,,,,ZENI
3789,OPCX,OPCoinX,opcoinx,,,,,,OPCX
3790,BLITZ,Blitz,blitz,,,,,,BLITZ
3791,SQR,Squeezer,squeezer-1,,,,,,SQR
3792,EOC,einaiora,einaiora,,,,,,EOC
3793,BOXT,BOX Token,box-token,,,,,,BOXT
3794,DEB,Debitum,debitum,,,,,,DEB
3795,XYZ,XYZCoin,xyzcoin,,,,,,XYZ
3796,ZLQ,ZLiteQubit,zlitequbit,,,,,,ZLQ
3797,MAPC,MapCoin,mapcoin,,,,,,MAPC
3798,UEURN,UEURN,ueurn,,,,,,UEURN
3799,TRI,Triangles,triangles,,,,,,TRI
3800,ALXO,Alxocity,alxocity,,,,,,ALXO
3801,EQUAL,EqualCoin,equalcoin,,,,,,EQUAL
3802,JACK,Blackjack,blackjack,,,,,,JACK
3803,FCN,Fantomcoin,fantomcoin,,,,,,FCN
3804,EFX,Effect.AI,effect-ai-1,,,,,,EFX
3805,N7,Number7,number7,,,,,,N7
3806,EGC,EverGreenCoin,evergreencoin,,,,,,EGC
3807,ATT,Artube,artube,,Content Creation and Distribution,Infrastructure,,,ATT
3808,EPACOIN,Epacoin,epacoin,,,,,,EPACOIN
3809,DQUICK,Dragon's Quick,dragons-quick,,,,,,DQUICK
3810,BGF,Big Gold Fish,big-gold-fish,,,,,,BGF
3811,BART,BART,bart,,,,,,BART
3812,SNPT,SNPT,snpt,,,,,,SNPT
3813,RURET,RURET,ruret,,,,,,RURET
3814,CORAL,CoralPay,coralpay,,,,,,CORAL
3815,MBRS,Embers,embers,,,,,,MBRS
3816,LUMI,LUMI,lumi,,,,,,LUMI
3817,VPP,Virtue Poker,virtue-poker,,,,A decentralized peer-to-peer poker platform built on Ethereum,,VPP
3818,PGO,parkinGO,parkingo,,,,,,PGO
3819,RBM,Robomed Network Token,robomed-network-token,,,,,,RBM
3820,NAMO,NamoCoin,namocoin,,,,,,NAMO
3821,TRYL,Lirasis TRY,lirasis-try,,,,,,TRYL
3822,SDC,ShadowCash,shadowcash,,,,,,SDC
3823,CAPT,CAPT,capt,,,,,,CAPT
3824,SEQ,Sequence,sequence,,,,,,SEQ
3825,TODAY,TodayCoin,todaycoin,,,,,,TODAY
3826,KUN,KUN,kun,,,,,,KUN
3827,LTB,LiteBar,litebar,,,,,,LTB
3828,PAYT,PayToken,paytoken,,,,,,PAYT
3829,DIN,Dinero,dinero,,,,,,DIN
3830,JW,Johnnie Walker,johnnie-walker,,,,,,JW
3831,RATIO,Ratio,ratio,,,,,,RATIO
3832,MMNXT,MMNXT,mmnxt,,,,,,MMNXT
3833,RKC,Royal Kingdom Coin,royal-kingdom-coin-1,,,,,,RKC
3834,B2,B2,b2,,,,,,B2
3835,GET,Themis,themis-1,,,,,,GET
3836,XAP,Apollon,apollon,,,,,,XAP
3837,WDC,WorldCoin,worldcoin,,,,,,WDC
3838,BRIT,BritCoin,britcoin,,,,,,BRIT
3839,EPY,Emphy,emphy-1,,,,,,EPY
3840,SERV,Serve,serve,,,,,,SERV
3841,WEX,WaultSwap,waultswap,,,,,,WEX
3842,DLISK,Dlisk,dlisk,,,,,,DLISK
3843,ERR,ErrorCoin,errorcoin,,,,,,ERR
3844,ATFS,ATFS,atfs,,,,,,ATFS
3845,CANDY,Candy,candy,,,,,,CANDY
3846,BBR,Boolberry,boolberry,,,,,,BBR
3847,BS,BlackShadowCoin,blackshadowcoin,,,,,,BS
3848,SPND,Spendchain,spendcoin,,Payment Platforms,Financial,,"Spendchain aims to be the world’s first cross-chain interoperable blockchain payment protocol creating a fraud-free, optional biometrics-based system, utilizing mobile phones. Spendchain may be utilized for both consumers and merchants to have access to a payment platform that gives them a selection of payment instruments",SPND
3849,SNET,Snetwork,snetwork,,,,,,SNET
3850,GRAV,Graviton,graviton,,,,,,GRAV
3851,CYDER,Cyder,cyder,,,,,,CYDER
3852,IZE,IZEcoin,izecoin,,,,,,IZE
3853,PING,CryptoPing,cryptoping-1,,,,,,PING
3854,CCL,CYCLEAN,cyclean,,,,,,CCL
3855,AI,POLY AI,poly-ai,,,,,,AI
3856,KEY,KEY,key-1,,,,,,KEY
3857,1337,Elite,elite,,,,,,1337
3858,GREXIT,GrexitCoin,grexitcoin,,,,,,GREXIT
3859,ZPR,ZPER,zper-1,,,,,,ZPR
3860,PLN,Polish Zloty,polish-zloty,,,,,,PLN
3861,LADACOIN,LADACoin,ladacoin,,,,,,LADACOIN
3862,YBC,YbCoin,ybcoin,,,,,,YBC
3863,BICC,BitClassic Coin,bitclassic-coin,,,,A Bitcoin fork for experimenting with bigger blocks,"BitClassic Coin is an experimental fork of Bitcoin with larger blocks and a pre-mine. 
",BICC
3864,MBIT,Mbitbooks,mbitbooks,,,,,,MBIT
3865,SGR,Sugar Exchange,sugar-exchange,,,,,,SGR
3866,KWATT,4NEW,4new-1,,,,,,KWATT
3867,VOCO,Provoco Token,provoco-token,,,,,,VOCO
3868,DECENT,Decent,decent-2,,,,,,DECENT
3869,VALOR,Valor Token,valor-token,,,,,,VALOR
3870,ARCX,Arctic,arctic,,,,,,ARCX
3871,LOCOCOIN,LocoCoin,lococoin,,,,,,LOCOCOIN
3872,LKN,LinkCoin Token,linkcoin-token,,,,,,LKN
3873,WRC,Worldcore,worldcore-1,,,,,,WRC
3874,CHIEF,TheChiefCoin,thechiefcoin,,,,,,CHIEF
3875,DEX,DEX,dex,,,,,,DEX
3876,ZBBF,ZB Blockchain Foundation,zb-blockchain-foundation,,,,,,ZBBF
3877,BASED,Based Money,based-money,,Stablecoins,Payments,,"Based Protocol is an Ethereum-based token project and supply rebasing system that aims to keep the value of one BASED token close to one sUSD, a synthetic version of the US Dollar. The project borrows its monetary policy from stablecoin project Ampleforth. Unlike Ampleforth, however, Based Money did not raise any outside funds and instead plans to distribute all BASED tokens through its liquidity mining program. The project describes its rebasing system as a ""DeFi game of chicken"" because it will contract or expand the BASED supply based on the price of its token.",BASED
3878,DIX,Dix Asset,dix-asset,,,,,,DIX
3879,FOREX,ForexCoin,forexcoin,,,,,,FOREX
3880,FAZZ,Fazzcoin,fazzcoin,,,,,,FAZZ
3881,ARGUS,Argus,argus,,,,,,ARGUS
3882,XBU,Ubercoin,ubercoin,,,,,,XBU
3883,SGC,Stargram Coin,stargram-coin,,,,,,SGC
3884,MINH,MINH,minh,,,,,,MINH
3885,BOLI,Bolivarcoin,bolivarcoin,,,,,,BOLI
3886,SNRG,Synergy,synergy,,,,,,SNRG
3887,ANTI,Anti Bitcoin,anti-bitcoin,,,,,,ANTI
3888,CCX,CoolInDarkCoin,coolindarkcoin,,,,,,CCX
3889,BDL,Bitdeal,bitdeal,,,,,,BDL
3890,PDC,Project Decorum,project-decorum,,,,,,PDC
3891,DMB,Digital Money Bits,digital-money-bits,,,,,,DMB
3892,IW,iWallet,iwallet,,,,,,IW
3893,BCF,Bitcoin Fast,bitcoin-fast,,,,,,BCF
3894,DEC,Darico Ecosystem Coin,darico-ecosystem-coin,,,,,,DEC
3895,POLYB,Polybit,polybit,,,,,,POLYB
3896,EDU,EduCoin,educoin,,,,,,EDU
3897,HCC,HappyCreatorCoin ,happycreatorcoin,,,,,,HCC
3898,XVE,The Vegan Initiative,the-vegan-initiative,,,,,,XVE
3899,WRT,Weigrate,weigrate-1,,,,,,WRT
3900,PEX,PosEx,posex,,,,,,PEX
3901,BZNT,Bezant,bezant,,Enterprise and BaaS,Infrastructure,Payments platform,,BZNT
3902,VENE,Veneficum,veneficum,,,,,,VENE
3903,ARI,Aricoin,aricoin,,,,,,ARI
3904,QBETH,QBETH,qbeth,,,,,,QBETH
3905,XNM,Minnie,minnie,,,,,,XNM
3906,LEAF,Leafcoin,leafcoin,,,,,,LEAF
3907,TRBO,TurboStake,turbostake,,,,,,TRBO
3908,OHM,Olympus,olympus,,Currencies,Payments,,,OHM
3909,GT,GT,gt,,,,,,GT
3910,NODC,Node,node,,,,,,NODC
3911,RPM,Repme,repme,,,,,,RPM
3912,BLN,Bolenum,bolenum-1,,,,,,BLN
3913,GLOBALTOURCOIN,GlobalTourCoin,globaltourcoin,,,,,,GLOBALTOURCOIN
3914,IST,ST Project,st-project,,,,,,IST
3915,CVX,Convex Finance,convex-finance,,,,,,CVX
3916,KPL,KeplerShares,keplershares,,,,,,KPL
3917,ZEIT,Zeitcoin,zeitcoin,,,,,,ZEIT
3918,IVZ,InvisibleCoin,invisiblecoin,,,,,,IVZ
3919,PROC,ProCurrency,procurrency,,,,,,PROC
3920,WSP,Wispr,wispr,,,,,,WSP
3921,BAEPAY,BAEPAY,baepay,,,,,,BAEPAY
3922,RCLE,Ross Campbell Legal Engineering,ross-campbell-legal-engineering,,,,,,RCLE
3923,GUS,Guess Coin,guess-coin,,,,,,GUS
3924,NANOX,Project-X,project-x,,,,,,NANOX
3925,XAUR,Xaurum,xaurum,,,,,,XAUR
3926,RIDE,Ride My Car,ride-my-car,,,,,,RIDE
3927,SOMA,SOMA,soma-1,,,,,,SOMA
3928,TPC,TrumPenceCoin,trumpencecoin,,,,,,TPC
3929,ORSP,Origin Sport,origin-sport,,,,,,ORSP
3930,BNC,Bionic,bionic,,,,,,BNC
3931,mUSD,muSD,musd,,Stablecoins,Financial,Synthetic stablecoin ,"mUSD is the first asset issued through mStable. It is backed by USDT, DAI, USDC, TUSD stablecoins",mUSD
3932,WOP,WorldPay,worldpay,,,,,,WOP
3933,BOPS,Beonpush,beonpush,,,,,,BOPS
3934,NBTC,New Bitcoin,new-bitcoin,,,,"A Bitcoin fork focused on faster, cheaper transaction throughput","New Bitcoin is a Bitcoin fork focused on Layer 1 scalability improvements. 
",NBTC
3935,BCC,Bitcash,bitcash,,,,,,BCC
3936,HPS,HPS,hps,,,,,,HPS
3937,KATZ,KATZcoin,katzcoin,,,,,,KATZ
3938,WTL,Welltrado,welltrado,,,,,,WTL
3939,URO,UroCoin,urocoin,,,,,,URO
3940,ETHET,ETHET,ethet,,,,,,ETHET
3941,JANE,JaneCoin,janecoin,,,,,,JANE
3942,GOAT,Goat,goat,,,,,,GOAT
3943,DPP,DA Power Play,da-power-play,,,,,,DPP
3944,SLK,SilkChain,silkchain,,,,,,SLK
3945,BRYL,Bryllite,bryllite,,,,,,BRYL
3946,PEN,Peruvian Nuevo Sol,peruvian-nuevo-sol,,,,,,PEN
3947,SBTC,Super Bitcoin,super-bitcoin,,,,A Bitcoin fork for privacy enhancements and Turing-complete smart contracts,"Super Bitcoin is a Bitcoin fork focused on Layer 1 privacy, scalability, and Turing-complete smart contract development.
",SBTC
3948,DRM,Dreamcoin,dreamcoin,,,,,,DRM
3949,HAL,Halcyon,halcyon,,,,,,HAL
3950,BSTY,GlobalBoost-Y,globalboost-y,,,,,,BSTY
3951,SKRP,SKRP,skrp,,,,,,SKRP
3952,POLYSTAR,PolyStar,polystar,,,,,,POLYSTAR
3953,DEBASE,Debase,debase,,,,,,DEBASE
3954,EBG,EmbargoCoin,embargocoin,,,,,,EBG
3955,DKC,Dark Knights,dark-knights,,,,,,DKC
